BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,CORE SUBJECT(9-12 ONLY),CORE COURSE(9-12 ONLY),SERVICE CATEGORY(K-9 ONLY),NUMBER OF CLASSES,TOTAL REGISTER(as of 1-23-08),AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS(as of 1-23-08),SIZE OF LARGEST CLASS(as of 1-23-08)
M,5,M670,THURGOOD MARSHALL ACADEMY FOR LEARNING A,09-12,CTT,SCIENCE,CHEMISTRY,,1,20,20,20,20
M,5,M670,THURGOOD MARSHALL ACADEMY FOR LEARNING A,09-12,GEN ED,MATH,MATH A,,7,163,23.3,15,32
M,5,M670,THURGOOD MARSHALL ACADEMY FOR LEARNING A,09-12,GEN ED,MATH,MATH B,,6,156,26,14,35
M,5,M670,THURGOOD MARSHALL ACADEMY FOR LEARNING A,09-12,CTT,MATH,MATH A,,2,48,24,18,30
M,5,M670,THURGOOD MARSHALL ACADEMY FOR LEARNING A,09-12,CTT,MATH,MATH B,,1,24,24,24,24
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,,6,125,20.8,15,26
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,,5,120,24,12,30
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,,5,139,27.8,26,29
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,,2,46,23,22,24
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 9,,1,9,9,9,9
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 10,,1,12,12,12,12
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 11,,1,10,10,10,10
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 12,,1,8,8,8,8
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,6,135,22.5,19,24
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,5,127,25.4,11,31
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,5,140,28,25,31
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,3,59,19.7,18,22
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,,2,60,30,28,32
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,1,11,11,11,11
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,1,12,12,12,12
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US HISTORY,,1,10,10,10,10
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,12,274,22.8,19,26
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,10,256,25.6,17,31
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,,14,329,23.5,17,30
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,,2,23,11.5,10,13
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,SCIENCE,EARTH SCIENCE,,2,25,12.5,12,13
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,SCIENCE,CHEMISTRY,,2,19,9.5,9,10
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,,5,127,25.4,14,30
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,,1,22,22,22,22
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,,6,137,22.8,14,27
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,,6,110,18.3,11,27
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,CTT,MATH,ALGEBRA,,2,23,11.5,11,12
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,MATH,MATH A,,1,12,12,12,12
M,5,M685,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,09-12,SPEC ED,MATH,OTHER,,1,14,14,14,14
M,6,M004,P.S. 004 DUKE ELLINGTON,0K,GEN ED,-,-,-,4,94,23.5,21,25
M,6,M004,P.S. 004 DUKE ELLINGTON,01,GEN ED,-,-,-,4,97,24.3,22,25
M,6,M004,P.S. 004 DUKE ELLINGTON,02,GEN ED,-,-,-,4,98,24.5,23,26
M,6,M004,P.S. 004 DUKE ELLINGTON,03,GEN ED,-,-,-,4,99,24.8,22,26
M,6,M004,P.S. 004 DUKE ELLINGTON,04,GEN ED,-,-,-,6,133,22.2,16,28
M,6,M004,P.S. 004 DUKE ELLINGTON,05,GEN ED,-,-,-,4,77,19.3,18,20
M,6,M004,P.S. 004 DUKE ELLINGTON,0K-09,SPEC ED,-,-,12:1,1,8,8,8,8
M,6,M004,P.S. 004 DUKE ELLINGTON,0K-09,SPEC ED,-,-,12:1:1,2,21,10.5,10,11
M,6,M005,P.S. 005 ELLEN LURIE,0K,GEN ED,-,-,-,6,117,19.5,18,20
M,6,M005,P.S. 005 ELLEN LURIE,01,GEN ED,-,-,-,8,153,19.1,18,20
M,6,M005,P.S. 005 ELLEN LURIE,02,GEN ED,-,-,-,7,120,17.1,13,18
M,6,M005,P.S. 005 ELLEN LURIE,03,GEN ED,-,-,-,6,110,18.3,9,23
M,6,M005,P.S. 005 ELLEN LURIE,03,CTT,-,-,-,1,8,8,8,8
M,6,M005,P.S. 005 ELLEN LURIE,04,GEN ED,-,-,-,7,144,20.6,7,30
M,6,M005,P.S. 005 ELLEN LURIE,04,CTT,-,-,-,1,11,11,11,11
M,6,M005,P.S. 005 ELLEN LURIE,05,GEN ED,-,-,-,6,130,21.7,9,30
M,6,M005,P.S. 005 ELLEN LURIE,05,CTT,-,-,-,1,10,10,10,10
M,6,M005,P.S. 005 ELLEN LURIE,0K-09,SPEC ED,-,-,12:1:1,4,39,9.8,6,12
M,6,M008,P.S. 008 LUIS BELLIARD,0K,GEN ED,-,-,-,4,83,20.8,19,24
M,6,M008,P.S. 008 LUIS BELLIARD,01,GEN ED,-,-,-,4,97,24.3,22,26
M,6,M008,P.S. 008 LUIS BELLIARD,02,GEN ED,-,-,-,5,108,21.6,19,25
M,6,M008,P.S. 008 LUIS BELLIARD,03,GEN ED,-,-,-,4,67,16.8,16,18
M,6,M008,P.S. 008 LUIS BELLIARD,03,CTT,-,-,-,1,24,24,24,24
M,6,M008,P.S. 008 LUIS BELLIARD,04,GEN ED,-,-,-,3,83,27.7,27,28
M,6,M008,P.S. 008 LUIS BELLIARD,05,GEN ED,-,-,-,3,89,29.7,29,31
M,6,M008,P.S. 008 LUIS BELLIARD,0K-09,SPEC ED,-,-,12:1:1,3,35,11.7,11,12
M,6,M018,P.S. 018 PARK TERRACE,0K,GEN ED,-,-,-,2,31,15.5,15,16
M,6,M018,P.S. 018 PARK TERRACE,01,GEN ED,-,-,-,2,37,18.5,17,20
M,6,M018,P.S. 018 PARK TERRACE,02,GEN ED,-,-,-,2,46,23,23,23
M,6,M018,P.S. 018 PARK TERRACE,03,GEN ED,-,-,-,2,40,20,20,20
M,6,M018,P.S. 018 PARK TERRACE,04,GEN ED,-,-,-,2,34,17,15,19
M,6,M018,P.S. 018 PARK TERRACE,05,GEN ED,-,-,-,2,52,26,25,27
M,6,M018,P.S. 018 PARK TERRACE,06,GEN ED,-,-,-,2,56,28,24,32
M,6,M018,P.S. 018 PARK TERRACE,07,GEN ED,-,-,-,2,55,27.5,23,32
M,6,M018,P.S. 018 PARK TERRACE,08,GEN ED,-,-,-,2,49,24.5,24,25
M,6,M018,P.S. 018 PARK TERRACE,08,CTT,-,-,-,1,20,20,20,20
M,6,M018,P.S. 018 PARK TERRACE,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12
M,6,M028,P.S. 028 WRIGHT BROTHERS,0K,GEN ED,-,-,-,5,111,22.2,20,23
M,6,M028,P.S. 028 WRIGHT BROTHERS,0K,CTT,-,-,-,1,21,21,21,21
M,6,M028,P.S. 028 WRIGHT BROTHERS,01,GEN ED,-,-,-,6,162,27,24,28
M,6,M028,P.S. 028 WRIGHT BROTHERS,02,GEN ED,-,-,-,6,153,25.5,19,28
M,6,M028,P.S. 028 WRIGHT BROTHERS,03,GEN ED,-,-,-,6,131,21.8,20,24
M,6,M028,P.S. 028 WRIGHT BROTHERS,04,GEN ED,-,-,-,6,146,24.3,20,27
M,6,M028,P.S. 028 WRIGHT BROTHERS,05,GEN ED,-,-,-,5,120,24,18,31
M,6,M028,P.S. 028 WRIGHT BROTHERS,05,CTT,-,-,-,1,27,27,27,27
M,6,M028,P.S. 028 WRIGHT BROTHERS,0K-09,SPEC ED,-,-,12:1,1,11,11,11,11
M,6,M028,P.S. 028 WRIGHT BROTHERS,0K-09,SPEC ED,-,-,12:1:1,3,35,11.7,10,13
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,0K,GEN ED,-,-,-,3,60,20,19,22
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,0K,CTT,-,-,-,1,22,22,22,22
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,01,GEN ED,-,-,-,3,70,23.3,21,28
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,01,CTT,-,-,-,1,21,21,21,21
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,02,GEN ED,-,-,-,3,73,24.3,23,26
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,02,CTT,-,-,-,1,25,25,25,25
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,03,GEN ED,-,-,-,3,68,22.7,20,25
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,03,CTT,-,-,-,1,24,24,24,24
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,04,GEN ED,-,-,-,3,70,23.3,20,27
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,04,CTT,-,-,-,1,21,21,21,21
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,05,GEN ED,-,-,-,3,74,24.7,20,28
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,05,CTT,-,-,-,1,25,25,25,25
M,6,M048,P.S. 048 P.O. MICHAEL J. BUCZEK,0K-09,SPEC ED,-,-,12:1:1,1,8,8,8,8
M,6,M052,J.H.S. 052 INWOOD,05,GEN ED,-,-,-,4,84,21,17,28
M,6,M052,J.H.S. 052 INWOOD,06,GEN ED,-,-,-,8,207,25.9,17,30
M,6,M052,J.H.S. 052 INWOOD,07,GEN ED,-,-,-,8,225,28.1,25,29
M,6,M052,J.H.S. 052 INWOOD,07,CTT,-,-,-,1,25,25,25,25
M,6,M052,J.H.S. 052 INWOOD,08,GEN ED,-,-,-,9,263,29.2,28,30
M,6,M052,J.H.S. 052 INWOOD,08,CTT,-,-,-,2,46,23,20,26
M,6,M052,J.H.S. 052 INWOOD,0K-09,SPEC ED,-,-,12:1,3,33,11,10,12
M,6,M052,J.H.S. 052 INWOOD,0K-09,SPEC ED,-,-,12:1:1,4,36,9,8,10
M,6,M098,P.S. 098 SHORAC KAPPOCK,0K,GEN ED,-,-,-,4,78,19.5,18,21
M,6,M098,P.S. 098 SHORAC KAPPOCK,0K,CTT,-,-,-,1,16,16,16,16
M,6,M098,P.S. 098 SHORAC KAPPOCK,0K,G&T,-,-,-,1,14,14,14,14
M,6,M098,P.S. 098 SHORAC KAPPOCK,01,GEN ED,-,-,-,4,75,18.8,17,22
M,6,M098,P.S. 098 SHORAC KAPPOCK,01,G&T,-,-,-,1,21,21,21,21
M,6,M098,P.S. 098 SHORAC KAPPOCK,02,GEN ED,-,-,-,4,82,20.5,14,24
M,6,M098,P.S. 098 SHORAC KAPPOCK,02,G&T,-,-,-,1,16,16,16,16
M,6,M098,P.S. 098 SHORAC KAPPOCK,03,GEN ED,-,-,-,5,107,21.4,20,22
M,6,M098,P.S. 098 SHORAC KAPPOCK,03,G&T,-,-,-,1,17,17,17,17
M,6,M098,P.S. 098 SHORAC KAPPOCK,04,GEN ED,-,-,-,3,83,27.7,24,30
M,6,M098,P.S. 098 SHORAC KAPPOCK,04,G&T,-,-,-,1,23,23,23,23
M,6,M098,P.S. 098 SHORAC KAPPOCK,0K-09,SPEC ED,-,-,12:1,2,22,11,11,11
M,6,M098,P.S. 098 SHORAC KAPPOCK,0K-09,SPEC ED,-,-,12:1:1,1,10,10,10,10
M,6,M115,P.S. 115 ALEXANDER HUMBOLDT,0K,GEN ED,-,-,-,5,88,17.6,13,19
M,6,M115,P.S. 115 ALEXANDER HUMBOLDT,01,GEN ED,-,-,-,4,96,24,23,26
M,6,M115,P.S. 115 ALEXANDER HUMBOLDT,01,CTT,-,-,-,1,28,28,28,28
M,6,M115,P.S. 115 ALEXANDER HUMBOLDT,02,GEN ED,-,-,-,5,126,25.2,22,28
M,6,M115,P.S. 115 ALEXANDER HUMBOLDT,03,GEN ED,-,-,-,4,112,28,28,28
M,6,M115,P.S. 115 ALEXANDER HUMBOLDT,04,GEN ED,-,-,-,4,110,27.5,27,29
M,6,M115,P.S. 115 ALEXANDER HUMBOLDT,05,GEN ED,-,-,-,5,122,24.4,22,27
M,6,M115,P.S. 115 ALEXANDER HUMBOLDT,06,GEN ED,-,-,-,4,117,29.3,25,32
M,6,M115,P.S. 115 ALEXANDER HUMBOLDT,0K-09,SPEC ED,-,-,12:1:1,3,32,10.7,8,12
M,6,M128,P.S. 128 AUDUBON,0K,GEN ED,-,-,-,4,85,21.3,19,23
M,6,M128,P.S. 128 AUDUBON,01,GEN ED,-,-,-,6,140,23.3,22,24
M,6,M128,P.S. 128 AUDUBON,02,GEN ED,-,-,-,6,111,18.5,13,22
M,6,M128,P.S. 128 AUDUBON,02,CTT,-,-,-,1,22,22,22,22
M,6,M128,P.S. 128 AUDUBON,03,GEN ED,-,-,-,6,110,18.3,12,26
M,6,M128,P.S. 128 AUDUBON,04,GEN ED,-,-,-,6,145,24.2,12,31
