DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2010-2011 OVERALL GRADE,2010-2011 OVERALL SCORE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,2010-2011 PERFORMANCE GRADE,2010-2011 PROGRESS CATEGORY SCORE,2010-2011 PROGRESS GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
27Q043,27,P.S. 043,Gary Fairweather,EMS,K-8,58.55,C,37.1,4.4,C,6.8,C,23.9,C,2.0,C
27Q045,27,P.S. 045 Clarence Witherspoon,Samantha Severin,EMS,Elementary,54.65,B,48.5,4.0,C,9.9,C,32.6,B,2.0,B
27Q047,27,P.S. 047 Chris Galas,Janet Donohue,EMS,K-8,21.37,B,45.6,10.9,A,14.0,B,17.7,C,3.0,A
27Q053,27,M.S. 053 Brian Piccolo,Jacqueline Boswell,EMS,Middle,1.91,F,13.2,1.0,F,3.1,F,8.6,D,0.5,C
27Q056,27,P.S. 056 Harry Eichler,Ann Leiter,EMS,Elementary,38.48,B,40.6,7.7,B,8.0,C,23.3,C,1.5,B
27Q060,27,P.S. 060 Woodhaven,Frank Desario,EMS,Elementary,51.21,A,82.1,4.7,C,17.0,A,49.8,A,10.5,A
27Q062,27,P.S. 062 Chester Park,Angela O'Dowd,EMS,Elementary,33.22,A,59.2,6.7,B,10.5,B,39.0,A,3.0,C
27Q063,27,P.S. 063 Old South,Diane Marino Coleman,EMS,Elementary,44.25,B,48.3,9.4,A,12.2,B,21.7,C,5.0,A
27Q064,27,P.S. 064 Joseph P. Addabbo,Nina Auster,EMS,Elementary,39.66,A,58.9,10.7,A,9.9,C,35.3,A,3.0,C
27Q065,27,P.S. 65 - The Raymond York Elementary School,Rafael Morales,EMS,Elementary,41.93,B,48.6,8.7,A,8.0,C,27.4,B,4.5,C
27Q066,27,P.S. 066 Jacqueline Kennedy Onassis,Phyllis Leinwand,EMS,Elementary,52.67,A,86.6,10.6,A,18.6,A,49.4,A,8.0,A
27Q090,27,P.S. 090 Horace Mann,Adrienne Ubertini,EMS,Elementary,47.23,B,50.9,7.3,B,10.3,B,28.8,B,4.5,B
27Q096,27,P.S. 096,Joyce Walker,EMS,Elementary,41.56,C,30.7,7.2,B,7.0,C,15.5,C,1.0,B
27Q097,27,P.S. 097 Forest Park,Maureen Ingram,EMS,Elementary,53.98,B,52.4,7.3,B,13.5,B,29.1,B,2.5,A
27Q100,27,P.S. 100 Glen Morris,Laureen Fromberg,EMS,Elementary,40.97,B,42.8,5.5,C,10.1,B,21.7,C,5.5,B
27Q104,27,P.S. 104 The Bays Water,Katie Grady,EMS,Elementary,58.03,B,48.4,10.0,A,6.7,C,28.7,B,3.0,C
27Q105,27,P.S. 105 The Bay School,Laurie Shapiro,EMS,K-8,57.74,C,38.2,6.8,B,3.8,D,25.6,B,2.0,C
27Q106,27,P.S. 106,Marcella Sills,EMS,Elementary,62.78,A,58.6,4.1,C,15.2,A,38.3,A,1.0,B
27Q108,27,P.S. 108 Captain Vincent G. Fowler,Marie Biondollilo,EMS,Elementary,35.46,A,58.3,10.2,A,13.1,B,28.0,B,7.0,A
27Q114,27,P.S. / M.S. 114 Belle Harbor,Stephen P. Grill,EMS,K-8,11.73,B,53.7,8.1,B,12.0,B,28.6,B,5.0,B
27Q123,27,P.S. 123,Cynthia Sumay-Eaton,EMS,Elementary,55.57,C,39.4,5.4,C,6.6,C,25.9,B,1.5,B
27Q124,27,P.S. 124 Osmond A Church,Valarie Lewis,EMS,K-8,40.45,B,52.6,11.0,A,10.2,C,22.8,C,8.5,C
27Q137,27,M.S. 137 America's School of Heroes,Laura Mastrogiovanni,EMS,Middle,2.94,B,45.1,3.6,C,9.0,C,27.0,B,5.5,B
27Q146,27,P.S. 146 Howard Beach,James Mckeon,EMS,K-8,31.12,B,49.2,7.2,B,7.5,C,26.5,B,8.0,B
27Q155,27,P.S. 155,Dorothy Morris,EMS,Elementary,49.16,B,52.4,7.5,B,6.5,C,34.4,A,4.0,C
27Q183,27,P.S. 183 Dr. Richard R. Green,Renee Peart,EMS,K-8,58.74,A,69.9,10.8,A,7.7,C,43.4,A,8.0,B
27Q197,27,P.S. 197 The Ocean School,Jean Mckeon,EMS,Elementary,65.57,C,29.7,4.4,C,5.6,D,17.7,C,2.0,A
27Q202,27,J.H.S. 202 Robert H. Goddard,William Fitzgerald,EMS,Middle,2.85,B,42.5,6.0,C,8.8,C,22.7,C,5.0,B
27Q207,27,P.S. 207 Rockwood Park,Linda Spadaro,EMS,K-8,20.76,C,37.5,6.9,B,9.8,C,18.3,C,2.5,A
27Q210,27,J.H.S. 210 Elizabeth Blackwell,Rosalyn Allman-Manning,EMS,Middle,2.88,C,28.8,4.1,C,6.8,C,15.9,C,2.0,C
27Q215,27,P.S. 215 Lucretia Mott,Susan Rippe Hofmann,EMS,Elementary,64.03,F,17.9,3.7,D,2.8,D,9.8,F,1.5,D
27Q223,27,P.S. 223 Lyndon B. Johnson,Deborah Otto,EMS,Elementary,54.63,D,20.6,5.8,C,5.3,D,7.0,F,2.5,B
27Q225,27,P.S. 225 Seaside,Tammy Holloway,EMS,Middle,2.45,,,,,,,,,,
27Q226,27,J.H.S. 226 Virgil I. Grissom,Rushell White,EMS,Middle,2.54,C,25.9,6.3,B,6.3,D,12.8,D,0.5,C
27Q232,27,P.S. 232 Lindenwood,Lisa Josephson,EMS,K-8,31.01,B,56.9,8.8,A,11.3,B,28.3,B,8.5,A
27Q253,27,P.S. 253,Robin Johnson,EMS,Elementary,63.84,D,23.0,9.9,A,4.9,D,8.2,F,0.0,C
27Q254,27,P.S. 254,Naomi Drouillard,EMS,Elementary,52.73,A,90.3,12.3,A,20.1,A,50.4,A,7.5,A
27Q260,27,Frederick Douglass Academy VI High School,Linda Alfred,HS,High School,2.25,C,47.6,5.1,F,15.3,B,25.2,D,2.0,C
27Q262,27,Channel View School for Research,Patricia J. Tubridy,EMS,Middle,2.88,C,25.4,10.0,A,6.8,C,8.1,F,0.5,B
27Q262,27,Channel View School for Research,Patricia J. Tubridy,HS,High School,2.67,A,79.3,11.6,A,20.2,A,44.5,A,3.0,A
27Q282,27,Knowledge and Power Preparatory Academy VI,Gary Dumornay,EMS,Middle,2.79,A,67.5,9.4,A,9.2,C,41.9,A,7.0,C
27Q302,27,"Queens High School for Information, Research, and Technology",Michele Williams,HS,High School,2.26,,,,,,,,,,
27Q306,27,New York City Academy for Discovery,Jennifer Flandro,EC,K-3,52.27,A,55.0,11.6,A,19.1,A,20.3,A,4.0,
27Q308,27,Robert H. Goddard High School of Communication Arts and Technology,Joseph Birgeles,HS,High School,2.49,,,,,,,,,,
27Q309,27,Academy of Medical Technology: A College Board Sch,Jose Merced,EMS,Middle,2.51,B,42.2,7.5,B,6.9,C,25.2,B,2.5,D
27Q309,27,Academy of Medical Technology: A College Board School,Jose Merced,HS,High School,2.42,,,,,,,,,,
27Q317,27,WATERSIDE CHILDREN'S STUDIO SCHOOL,Dana Gerendasi,EMS,Elementary,54.86,A,67.9,11.1,A,6.4,C,46.4,A,4.0,
27Q318,27,WATERSIDE SCHOOL FOR LEADERSHIP,Linda Munro,EMS,Middle,2.13,B,53.4,10.3,A,8.9,C,30.2,B,4.0,
27Q319,27,VILLAGE ACADEMY,Doris Lee,EMS,Middle,2.08,B,53.1,14.4,A,7.4,C,28.8,B,2.5,
27Q323,27,Scholars' Academy,Brian O'Connell,EMS,Middle,3.95,A,59.6,10.2,A,20.5,A,28.9,B,0.0,A
27Q323,27,Scholars' Academy,Brian O'connell,HS,High School,3.67,A,77.6,11.4,A,21.6,A,44.5,A,,
27Q324,27,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,Jennifer Connolly,HS,High School,2.09,,,,,,,,,,
27Q333,27,Goldie Maple Academy,Angela Logan,EMS,K-8,56.36,A,66.3,14.7,A,12.9,B,36.2,A,2.5,C
27Q400,27,August Martin High School,Anthony Cromer,HS,High School,1.84,D,45.7,3.1,F,11.4,D,27.1,D,4.0,C
27Q410,27,Beach Channel High School,David Morris,HS,High School,1.77,,,,,,,,,,F
27Q465,27,Far Rockaway High School,Denise Hallett,HS,High School,1.14,,,,,,,,,,
27Q475,27,Richmond Hill High School,Ms. Frances Desanctis,HS,High School,2.13,D,46.7,5.7,F,8.3,F,32.7,C,,C
27Q480,27,John Adams High School,Grace Zwillenberg,HS,High School,2.10,C,53.2,6.6,D,11.5,D,32.1,C,3.0,B
27Q487,27,John Adams Yabc,Edita Volovodovskaya,YABC,YABC,,A,87.5,14.2,A,21.5,A,46.7,A,5.0,A
27Q650,27,"High School for Construction Trades, Engineering and Architecture",Lakeisha Johnson,HS,High School,3.15,A,72.7,7.5,C,18.9,A,44.2,A,2.0,A
28Q008,28,J.H.S. 008 Richard S. Grossley,Angela Green,EMS,Middle,2.11,C,32.7,4.3,C,7.1,C,20.3,C,1.0,C
28Q030,28,P.S. 030 Queens,Dwayne Crowder,EMS,Elementary,56.30,,,,,,,,,,D
28Q040,28,P.S. 040 Samuel Huntington,Alison Branker,EMS,Elementary,59.62,B,47.5,8.5,A,6.2,C,30.7,B,2.0,D
28Q048,28,P.S. 048 William Wordsworth,Patricia M. Mitchell,EMS,Elementary,56.13,D,24.1,5.6,C,4.6,D,12.9,D,1.0,C
28Q050,28,P.S. 050 Talfourd Lawn Elementary School,Rina Manjarrez,EMS,Elementary,54.26,B,48.3,4.2,C,9.8,C,31.2,B,3.0,B
28Q054,28,P.S. 054 Hillside,Anita Prashad,EMS,Elementary,45.54,C,30.0,5.2,C,3.8,D,19.5,C,1.5,C
28Q055,28,P.S. 055 Maure,Ralph K Honore,EMS,Elementary,39.63,A,56.8,4.6,C,5.7,D,39.5,A,7.0,C
28Q072,28,Catherine & Count Basie Middle School 72,Crystal Taylor Brown,EMS,Middle,2.37,C,34.7,6.5,B,7.6,C,19.1,C,1.5,C
28Q080,28,P.S. 080 Thurgood Marshall Magnet,Paulette Glenn,EMS,Elementary,58.60,F,17.9,8.4,B,4.9,D,4.6,F,0.0,C
28Q082,28,P.S. 082 Hammond,Dr. Angela Boykin,EMS,Elementary,53.30,C,27.9,7.1,B,6.1,C,13.6,D,1.0,B
28Q086,28,P.S. Q086,Karen Zuvic,EMS,Elementary,48.53,C,33.2,4.3,C,3.8,D,24.5,B,0.5,B
28Q099,28,P.S. 099 Kew Gardens,Paulette Foglio,EMS,Elementary,37.31,A,65.4,7.3,B,12.9,B,41.2,A,4.0,A
28Q101,28,P.S. 101 School in the Gardens,Valerie Capitulo-Saide,EMS,Elementary,15.30,C,28.7,7.0,B,9.3,C,11.4,D,1.0,B
28Q117,28,P.S. 117 J. Keld / Briarwood School,Paula Cunningham,EMS,Elementary,39.22,C,25.7,4.8,C,7.0,C,13.9,D,0.0,B
28Q121,28,P.S. 121 Queens,Henry Somers,EMS,Elementary,42.26,B,54.4,7.7,B,12.9,B,27.8,B,6.0,A
28Q139,28,P.S. 139 Rego Park,Monica Bridget Powers-Meade,EMS,Elementary,30.39,B,42.3,5.6,C,10.8,B,24.9,B,1.0,C
28Q140,28,P.S. 140 Edward K Ellington,David Norment,EMS,Elementary,58.97,C,30.0,4.6,C,6.4,C,17.0,C,2.0,C
28Q144,28,P.S. 144 Col Jeromus Remsen,Reva Gluck Schneider,EMS,Elementary,19.90,A,57.5,7.3,B,8.0,C,37.2,A,5.0,B
28Q157,28,J.H.S. 157 Stephen A. Halsey,Vincent Suraci,EMS,Middle,2.83,B,57.3,8.5,B,12.6,B,28.7,B,7.5,A
28Q157,28,J.H.S. 157 Stephen A. Halsey,Vincent Suraci,HS,High School,0.83,,,,,,,,,,
28Q160,28,P.S. 160 Walter Francis Bishop,Jermaine Garden,EMS,Elementary,58.71,C,32.6,3.7,D,5.3,D,22.6,C,1.0,B
28Q161,28,P.S. 161 Arthur Ashe School,Jill Hoder,EMS,Elementary,38.35,A,60.0,10.6,A,11.3,B,31.1,B,7.0,A
28Q167,28,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,Damon Mccord,EMS,Middle,2.98,,,,,,,,,,
28Q174,28,P.S. 174 William Sidney Mount,Karin Kelly,EMS,Elementary,23.66,C,35.4,5.2,C,7.9,C,19.3,C,3.0,B
28Q175,28,P.S. 175 The Lynn Gross Discovery School,Linda Green,EMS,Elementary,25.22,B,44.5,6.6,B,11.2,B,21.2,C,5.5,A
28Q182,28,P.S. 182 Samantha Smith,Andrew Todd Topol,EC,K-2,51.25,C,17.9,6.8,C,3.6,D,4.4,D,3.0,D
28Q190,28,J.H.S. 190 Russell Sage,Marilyn Grant,EMS,Middle,2.87,B,49.4,4.2,C,12.2,B,28.0,B,5.0,C
28Q196,28,P.S. 196 Grand Central Parkway,Susan Migliano,EMS,Elementary,12.86,A,73.5,10.2,A,18.1,A,43.2,A,2.0,A
28Q206,28,P.S. 206 The Horace Harding School,Nicholas Bologna,EMS,Elementary,44.43,B,46.8,2.8,D,8.2,C,33.3,B,2.5,C
28Q217,28,J.H.S. 217 Robert A. Van Wyck,Patrick Michael Burns,EMS,Middle,2.61,A,59.0,5.6,C,9.8,C,33.1,B,10.5,B
28Q220,28,P.S. 220 Edward Mandel,Josette Pizarro,EMS,Elementary,37.66,C,29.2,5.6,C,3.1,D,17.5,C,3.0,A
28Q284,28,York Early College Academy,Deborah Burnett,EMS,Middle,3.07,C,38.4,7.8,B,10.0,C,17.6,C,3.0,B
28Q284,28,York Early College Academy,Deborah Burnett,HS,High School,3.17,,,,,,,,,,
28Q310,28,Queens Collegiate: A College Board School,Jaime Anne Dubei,EMS,Middle,2.94,C,32.7,8.3,B,5.8,D,18.6,C,0.0,
28Q310,28,Queens Collegiate: A College Board School,Jaime Anne Dubei,HS,High School,2.44,,,,,,,,,,
28Q325,28,HILLSIDE ARTS & LETTERS ACADEMY,Matthew C. Ritter,HS,High School,2.55,,,,,,,,,,
28Q328,28,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,Carlos Borrero,HS,High School,2.40,,,,,,,,,,
28Q338,28,Queens Satellite High School for Opportunity,Mark Melkonian,HST,Transfer High School,2.18,,,,,,,,,,
28Q440,28,Forest Hills High School,Saul Gootnick,HS,High School,2.76,A,73.7,8.2,C,15.8,B,38.7,B,11.0,A
28Q470,28,Jamaica High School,Walter Acham,HS,High School,1.94,,,,,,,,,,D
28Q505,28,Hillcrest High School,Stephen Duch,HS,High School,2.40,A,70.1,11.9,A,12.7,C,39.5,B,6.0,C
28Q620,28,Thomas A. Edison Career and Technical Education High School,Anthony D. Barbetta,HS,High School,2.73,A,71.6,9.5,B,20.7,A,37.4,B,4.0,A
28Q680,28,Queens Gateway to Health Sciences Secondary School,Dr. Cynthia Edwards,EMS,Middle,3.65,C,34.6,7.5,B,13.3,B,13.8,D,0.0,B
28Q680,28,Queens Gateway to Health Sciences Secondary School,Dr. Cynthia Edwards,HS,High School,3.53,B,65.0,8.3,C,18.8,A,37.9,B,,B
28Q686,28,QUEENS METROPOLITAN HIGH SCHOOL,Marci Levy Maguire,HS,High School,2.65,,,,,,,,,,
28Q687,28,Queens High School for the Sciences at York College,Jie Zhang,HS,High School,3.91,A,71.2,9.3,B,22.0,A,39.9,B,,A
28Q690,28,High School for Law Enforcement and Public Safety,Diahann E. Malcolm,HS,High School,2.27,B,60.8,9.8,B,17.4,B,32.6,C,1.0,B
28Q896,28,"Young Women's Leadership School, Queens",Avionne Gumbs,EMS,Middle,2.85,C,26.1,5.2,C,8.6,C,11.3,D,1.0,C
28Q896,28,"Young Women's Leadership School, Queens",Avionne Gumbs,HS,High School,2.77,C,54.7,6.7,D,19.1,A,28.9,C,,
29Q015,29,P.S. 015 Jackie Robinson,Antonio K'Tori,EMS,Elementary,50.44,B,49.1,7.4,B,8.7,C,30.5,B,2.5,C
29Q033,29,P.S. 033 Edward M. Funk,Erich Wagner,EMS,Elementary,36.82,C,27.6,9.6,A,7.2,C,10.8,F,0.0,C
29Q034,29,P.S. 034 John Harvard,Pauline Shakespeare,EMS,Elementary,56.24,A,68.8,6.6,B,14.7,A,40.0,A,7.5,B
29Q035,29,P.S. 035 Nathaniel Woodhull,Mark Dempsey,EMS,Elementary,45.44,D,25.1,1.4,F,6.0,C,17.7,C,0.0,D
29Q036,29,P.S. 036 Saint Albans School,Lynn Staton,EMS,Elementary,52.62,B,42.6,4.9,C,5.1,D,29.6,B,3.0,D
29Q037,29,Cynthia Jenkins School,Beverly Mitchell,EMS,Elementary,54.96,B,43.4,5.5,C,4.5,D,32.9,B,0.5,C
29Q038,29,P.S. 038 Rosedale,Cassandra A. Hundley,EMS,Elementary,59.13,C,34.7,13.1,A,5.3,D,14.8,D,1.5,B
29Q052,29,P.S. 052 Queens,Linda Pough,EMS,Elementary,56.29,B,55.4,6.3,B,11.0,B,33.1,B,5.0,A
29Q059,29,I.S. 059 Springfield Gardens,Carleton Gordon,EMS,Middle,2.48,C,31.3,1.9,F,6.3,D,21.6,C,1.5,C
29Q095,29,P.S. 095 Eastwood,Dolores Reid-Barker,EMS,Elementary,44.70,B,43.4,6.9,B,6.9,C,27.6,B,2.0,B
29Q109,29,Jean Nuzzi Intermediate School,Miatheresa Pate,EMS,Middle,2.75,C,38.0,3.9,C,7.3,C,22.3,C,4.5,C
29Q116,29,PS/IS 116 William C. Hughley,Barbara Fuller,EMS,K-8,55.12,C,33.3,5.7,C,3.5,D,20.6,C,3.5,C
29Q118,29,P.S. 118 Lorraine Hansberry,Cynthia Ofori-Feaster,EMS,Elementary,56.40,C,33.8,1.6,F,3.4,D,24.7,B,4.0,C
29Q131,29,P.S. 131 Abigail Adams,Randolph Ford,EMS,Elementary,37.40,A,61.5,10.0,A,11.7,B,34.8,A,5.0,B
29Q132,29,P.S. 132 Ralph Bunche,Alicia Davis,EMS,Elementary,50.12,C,40.2,6.1,B,8.3,C,25.2,B,0.5,C
29Q134,29,P.S. 134 Hollis,Cheryl Marmon-Halm,EMS,Elementary,60.59,C,39.3,7.7,B,4.7,D,25.9,B,1.0,B
29Q135,29,The Bellaire School,George Hadjoglou,EMS,Elementary,44.24,B,45.7,6.6,B,8.1,C,29.0,B,2.0,C
29Q136,29,P.S. 136 Roy Wilkins,Tanya S.T. Walker,EMS,Elementary,57.26,B,53.2,3.5,D,7.3,C,36.9,A,5.5,B
29Q138,29,P.S. 138 Sunrise,James Mc Enaney,EMS,K-8,56.77,C,26.6,3.8,C,5.2,D,17.1,C,0.5,C
29Q147,29,PS/MS 147 Ronald McNair,Anne Cohen,EMS,K-8,48.41,C,31.7,6.5,B,3.2,D,22.0,C,0.0,D
29Q156,29,P.S. 156 Laurelton,Noreen Little,EMS,K-8,48.63,C,25.6,3.7,C,3.9,D,17.0,C,1.0,C
29Q176,29,P.S. 176 Cambria Heights,Arlene Bartlett,EMS,Elementary,55.05,B,53.6,10.9,A,13.3,B,26.9,B,2.5,C
29Q181,29,P.S. 181 Brookfield,Andrea Belcher,EMS,Elementary,55.52,D,18.9,4.9,C,0.8,F,13.2,D,0.0,C
29Q192,29,I.S. 192 The Linden,Harriett Diaz,EMS,Middle,2.22,C,39.6,11.3,A,6.3,D,18.9,C,3.0,B
29Q195,29,P.S. 195 William Haberle,Beryl Bailey,EMS,Elementary,57.59,A,60.0,8.2,B,7.1,C,38.2,A,6.5,D
29Q208,29,P.S. / I.S. 208,James Philemy,EMS,K-8,42.98,B,48.5,10.5,A,12.5,B,25.5,B,0.0,B
29Q231,29,I.S. 231 Magnetech 2000,Emmanuel Lubin,EMS,Middle,2.27,,,,,,,,,,D
29Q238,29,I.S. 238 Susan B Anthony,Joseph Gates,EMS,Middle,2.70,B,43.1,6.6,B,7.9,C,27.6,B,1.0,C
29Q248,29,Queens Preparatory Academy,Tashon Haywood,HS,High School,2.21,A,75.3,7.2,C,18.1,A,43.9,A,6.0,A
29Q251,29,P.S. 251 Queens,Edna Loncke,EC,K-3,50.27,B,32.1,6.8,C,11.7,A,10.6,B,3.0,C
29Q259,29,Pathways College Preparatory School: A College Boa,Kimberly Mitchell,EMS,Middle,2.57,C,31.5,4.8,C,8.1,C,14.1,D,4.5,C
29Q259,29,Pathways College Preparatory School: A College Board School,Kimberly Mitchell,HS,High School,2.36,B,61.1,6.2,D,18.3,A,35.6,B,1.0,A
29Q265,29,Excelsior Preparatory High School,Lilly Lucas,HS,High School,2.17,B,69.1,8.0,C,18.7,A,37.4,B,5.0,A
29Q268,29,PS/IS 268,Lissa Grant-Stewart,EMS,K-8,45.55,D,23.2,4.0,C,6.5,C,11.7,D,1.0,B
29Q270,29,The Gordon Parks School,Eleanor S. Andrew,EMS,K-8,46.43,C,30.0,10.4,A,8.7,C,6.4,F,4.5,C
29Q272,29,George Washington Carver High School for the Sciences,Dr. Janice M. Sutton,HS,High School,2.49,B,61.6,8.4,C,16.3,B,32.9,C,4.0,A
29Q283,29,Preparatory Academy for Writers: A College Board S,Charles Anderson,EMS,Middle,2.32,A,63.1,11.8,A,9.2,C,38.1,A,4.0,C
29Q283,29,Preparatory Academy for Writers: A College Board School,Charles Anderson,HS,High School,2.41,C,55.8,8.9,B,9.8,F,33.1,C,4.0,B
29Q295,29,P.S./I.S. 295,Angela Thompson,EMS,K-8,39.74,A,61.5,8.0,B,11.2,B,37.3,A,5.0,B
29Q326,29,CAMBRIA HEIGHTS ACADEMY,Melissa Menake,HS,High School,2.28,,,,,,,,,,
29Q327,29,EAGLE ACADEMY FOR YOUNG MEN III,Kenyatte Reid,EMS,Middle,2.66,,,,,,,,,,
29Q492,29,"Mathematics, Science Research and Technology Magnet High School",Jose Cruz,HS,High School,2.39,C,51.1,6.2,D,11.9,C,32.0,C,1.0,C
29Q494,29,"Law, Government and Community Service High School",Donna Delfyett White,HS,High School,2.05,D,40.9,7.8,C,12.4,C,19.7,F,1.0,D
29Q496,29,"Business, Computer Applications & Entrepreneurship High School",Herman Guy,HS,High School,1.77,C,49.2,10.8,A,12.7,C,25.7,D,,D
29Q498,29,Humanities & Arts Magnet High School,Rosemarie Omard,HS,High School,2.24,B,60.2,7.4,C,17.4,B,31.4,C,4.0,C
30Q002,30,P.S. 002 Alfred Zimberg,Joseph Taddeo,EMS,Elementary,37.93,B,51.8,7.5,B,7.9,C,30.9,B,5.5,A
30Q010,30,I.S. 010 Horace Greeley,Clemente Lopes,EMS,Middle,2.73,A,63.1,8.7,A,10.4,B,35.5,A,8.5,B
30Q011,30,P.S. 011 Kathryn Phelan,Anna Efkarpides,EMS,Elementary,43.07,A,73.6,10.4,A,11.6,B,44.1,A,7.5,B
30Q017,30,P.S. 017 Henry David Thoreau,Cynthia Dickman,EMS,Elementary,51.05,A,57.3,5.9,C,5.8,C,40.6,A,5.0,C
30Q069,30,P.S. 069 Jackson Heights,Martha Vazquez,EMS,Elementary,35.98,A,56.7,8.5,A,12.1,B,32.6,B,3.5,A
30Q070,30,P.S. 070 Queens,Donna Geller,EMS,Elementary,41.75,B,49.3,5.6,C,9.6,C,27.6,B,6.5,C
30Q076,30,P.S. 076 William Hallet,Mary Schafenberg,EMS,Elementary,60.95,B,43.3,5.2,C,7.6,C,27.5,B,3.0,A
30Q078,30,P.S. 078,Louis Pavone,EMS,Elementary,32.36,B,51.0,11.4,A,10.5,B,29.1,B,0.0,B
30Q084,30,P.S. 084 Steinway,John Buffa,EMS,K-8,40.37,B,57.0,7.9,B,7.9,C,34.2,A,7.0,C
30Q085,30,P.S. 085 Judge Charles Vallone,Ann Gordon-Chang,EMS,Elementary,36.00,C,37.9,8.0,B,10.6,B,19.3,C,0.0,C
30Q092,30,P.S. 092 Harry T. Stewart Sr.,Pasquale Baratta,EMS,Elementary,65.97,B,43.2,11.1,A,9.5,C,19.1,C,3.5,A
30Q111,30,P.S. 111 Jacob Blackwell,Randy Seabrook,EMS,K-8,62.79,C,40.9,7.3,B,3.7,D,26.9,B,3.0,C
30Q112,30,P.S. 112 Dutch Kills,Rafael Campos-Gatjens,EMS,Elementary,54.42,C,37.0,6.3,B,4.7,D,22.0,C,4.0,B
30Q122,30,P.S. 122 Mamie Fay,Pamela Sabel,EMS,K-8,29.42,A,70.6,6.7,B,15.9,A,44.5,A,3.5,A
30Q126,30,Albert Shanker School for Visual and Performing Ar,Alexander Angueira,EMS,Middle,2.21,B,48.9,6.8,B,8.3,C,29.7,B,4.0,C
30Q127,30,P.S. 127 Aerospace Science Magne,Evita Sanabria,EMS,K-8,60.71,B,41.3,4.6,C,8.0,C,27.2,B,1.5,B
30Q141,30,I.S. 141 The Steinway,Miranda Pavlou,EMS,Middle,2.80,A,66.4,9.6,A,13.1,B,32.7,B,11.0,A
30Q145,30,I.S. 145 Joseph Pulitzer,Dolores Beckham,EMS,Middle,2.65,B,46.1,9.8,A,7.9,C,26.4,B,2.0,B
30Q148,30,P.S. 148 Queens,Andrew Paccione Jr.,EMS,Elementary,53.72,D,21.2,7.3,B,5.9,C,7.0,F,1.0,B
30Q149,30,P.S. 149 Christa Mcauliffe,Esther Salorio,EMS,Elementary,57.22,A,61.2,11.0,A,12.4,B,33.8,B,4.0,B
30Q150,30,P.S. 150 Queens,Carmen Parache,EMS,Elementary,41.43,A,69.2,6.7,B,14.1,A,40.9,A,7.5,B
30Q151,30,P.S. 151 Mary D. Carter,Jason Goldner,EMS,Elementary,51.27,D,19.0,1.7,F,1.8,D,15.0,D,0.5,C
30Q152,30,Q152 - P.S. 152 Gwendoline N. Alleyne School,Vincent Vitolo,EMS,Elementary,42.38,A,59.9,10.6,A,11.3,B,33.0,B,5.0,A
30Q166,30,P.S. 166 Henry Gradstein,Janet Farrell,EMS,Elementary,49.01,B,46.9,7.7,B,10.7,B,27.0,B,1.5,B
30Q171,30,P.S. 171 Peter G. Van Alst,Anne Bussel,EMS,Elementary,55.43,B,49.7,7.0,B,6.6,C,33.6,B,2.5,C
30Q204,30,I.S. 204 Oliver W. Holmes,Yvonne Leimsider,EMS,Middle,2.54,C,37.1,6.6,B,9.1,C,20.4,C,1.0,A
30Q212,30,P.S. 212,Carin Ilene Ellis,EMS,Elementary,51.98,A,65.0,9.3,A,12.1,B,38.0,A,5.5,B
30Q222,30,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Yvonne Marrero,EC,K-2,53.11,B,41.0,7.6,B,13.4,A,13.0,B,7.0,A
30Q227,30,I.S. 227 Louis Armstrong,William Fahey,EMS,Middle,3.04,A,62.0,8.5,B,13.6,B,31.9,B,8.0,A
30Q228,30,P.S. 228 Early Childhood Magnet School of the Arts,Olga Guzman,EC,K-2,59.85,A,45.9,13.9,A,11.9,A,15.1,B,5.0,A
30Q230,30,I.S. 230,Sharon Terry,EMS,Middle,2.84,B,45.9,8.1,B,10.9,B,23.9,C,3.0,A
30Q234,30,P.S. 234,Thea Pallos,EMS,Elementary,43.12,C,35.9,10.3,A,11.1,B,13.4,D,1.0,A
30Q235,30,Academy for New Americans,Carmen Rivera,EMS,Middle,2.77,A,71.7,13.8,A,1.5,F,53.9,A,2.5,A
30Q286,30,"Young Women's Leadership School, Astoria",Laura A Mitchell,EMS,Middle,3.12,B,53.3,10.4,A,11.4,B,29.0,B,2.5,A
30Q286,30,"Young Women's Leadership School, Astoria",Laura A Mitchell,HS,High School,3.02,,,,,,,,,,
30Q301,30,Academy for Careers in Television and Film,Mark Dunetz,HS,High School,2.46,,,,,,,,,,
30Q445,30,William Cullen Bryant High School,Aaron M. Perez,HS,High School,2.28,C,49.8,9.0,B,9.8,F,27.9,D,3.0,C
30Q450,30,Long Island City High School,Maria Mamo Vacacela,HS,High School,2.31,C,48.1,4.6,F,12.3,C,31.2,C,,C
