ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
470,K460,88K987,ALC - John Jay,K987,237 7 AVENUE,BROOKLYN,15,#N/A,237 7 AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law | Secondary School for Journalism | Park Slope Collegiate | ALC - John Jay | 237 7 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
471,K465,17K467,Erasmus Yabc,K467,911 FLATBUSH AVENUE,BROOKLYN,17,239,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora | Academy of  Hospitality and Tourism | Erasmus Yabc | High School for Youth and Community Development at | High School for Service & Learning at Erasmus | Science, Technology and Research Early College Hig | 911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
472,K465,17K408,Academy of  Hospitality and Tourism,K408,911 FLATBUSH AVENUE,BROOKLYN,17,310,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora | Academy of  Hospitality and Tourism | Erasmus Yabc | High School for Youth and Community Development at | High School for Service & Learning at Erasmus | Science, Technology and Research Early College Hig | 911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
473,K465,17K537,High School for Youth and Community Development at,K537,911 FLATBUSH AVENUE,BROOKLYN,17,398,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora | Academy of  Hospitality and Tourism | Erasmus Yabc | High School for Youth and Community Development at | High School for Service & Learning at Erasmus | Science, Technology and Research Early College Hig | 911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
474,K465,17K539,High School for Service & Learning at Erasmus,K539,911 FLATBUSH AVENUE,BROOKLYN,17,405,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora | Academy of  Hospitality and Tourism | Erasmus Yabc | High School for Youth and Community Development at | High School for Service & Learning at Erasmus | Science, Technology and Research Early College Hig | 911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
475,K465,17K543,"Science, Technology and Research Early College Hig",K543,911 FLATBUSH AVENUE,BROOKLYN,17,509,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora | Academy of  Hospitality and Tourism | Erasmus Yabc | High School for Youth and Community Development at | High School for Service & Learning at Erasmus | Science, Technology and Research Early College Hig | 911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
476,K465,17K382,Academy for College Preparation and Career Explora,K382,911 FLATBUSH AVENUE,BROOKLYN,17,563,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora | Academy of  Hospitality and Tourism | Erasmus Yabc | High School for Youth and Community Development at | High School for Service & Learning at Erasmus | Science, Technology and Research Early College Hig | 911 FLATBUSH AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
477,K465,,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,,911 FLATBUSH AVENUE,BROOKLYN,17,2424,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,6,"Academy for College Preparation and Career Explora | Academy of  Hospitality and Tourism | Erasmus Yabc | High School for Youth and Community Development at | High School for Service & Learning at Erasmus | Science, Technology and Research Early College Hig | 911 FLATBUSH AVENUE CONSOLIDATED LOCATION",6,11,37,1,5,10C,2001-2500,3.39,10.94,22.5,1.28,2.11
478,K470,17K531,"School for Human Rights, The",K531,600 KINGSTON AVENUE,BROOKLYN,17,382,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The | School for Democracy and  Leadership | International Arts Business School | High School for Public Service: Heroes  of Tomorro | 600 KINGSTON AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
479,K470,17K546,High School for Public Service: Heroes  of Tomorro,K546,600 KINGSTON AVENUE,BROOKLYN,17,407,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The | School for Democracy and  Leadership | International Arts Business School | High School for Public Service: Heroes  of Tomorro | 600 KINGSTON AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
480,K470,17K533,School for Democracy and  Leadership,K533,600 KINGSTON AVENUE,BROOKLYN,17,429,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The | School for Democracy and  Leadership | International Arts Business School | High School for Public Service: Heroes  of Tomorro | 600 KINGSTON AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
481,K470,17K544,International Arts Business School,K544,600 KINGSTON AVENUE,BROOKLYN,17,459,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The | School for Democracy and  Leadership | International Arts Business School | High School for Public Service: Heroes  of Tomorro | 600 KINGSTON AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
482,K470,,600 KINGSTON AVENUE CONSOLIDATED LOCATION,,600 KINGSTON AVENUE,BROOKLYN,17,1677,600 KINGSTON AVENUE CONSOLIDATED LOCATION,4,"School for Human Rights, The | School for Democracy and  Leadership | International Arts Business School | High School for Public Service: Heroes  of Tomorro | 600 KINGSTON AVENUE CONSOLIDATED LOCATION",0,15,38,0,0,8C,1501-1750,1.11,6.11,10.78,0.5,0.61
483,K480,32K403,Academy for Environmental Leadership,K403,400 IRVING AVENUE,BROOKLYN,32,354,400 IRVING AVENUE CONSOLIDATED LOCATION,3,Academy for Environmental Leadership | Bushwick School for Social Justice | Academy of Urban Planning | 400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
484,K480,32K549,Bushwick School for Social Justice,K549,400 IRVING AVENUE,BROOKLYN,32,420,400 IRVING AVENUE CONSOLIDATED LOCATION,3,Academy for Environmental Leadership | Bushwick School for Social Justice | Academy of Urban Planning | 400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
485,K480,32K552,Academy of Urban Planning,K552,400 IRVING AVENUE,BROOKLYN,32,471,400 IRVING AVENUE CONSOLIDATED LOCATION,3,Academy for Environmental Leadership | Bushwick School for Social Justice | Academy of Urban Planning | 400 IRVING AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
486,K480,,400 IRVING AVENUE CONSOLIDATED LOCATION,,400 IRVING AVENUE,BROOKLYN,32,1245,400 IRVING AVENUE CONSOLIDATED LOCATION,3,Academy for Environmental Leadership | Bushwick School for Social Justice | Academy of Urban Planning | 400 IRVING AVENUE CONSOLIDATED LOCATION,2,14,77,0,2,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
487,K485,20K485,High School of  Telecommunication Arts and Technol,K485,350 67 STREET,BROOKLYN,20,1295,,1,High School of  Telecommunication Arts and Technol,0,2,1,0,0,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
488,K486,20K187,The Christa McAuliffe SchoolI.S. 187,K187,1171 65 STREET,BROOKLYN,20,996,,1,The Christa McAuliffe SchoolI.S. 187,0,1,0,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
489,K490,20K491,Fort Hamilton Hs Ged,K491,8301 SHORE ROAD,BROOKLYN,20,0,8301 SHORE ROAD CONSOLIDATED LOCATION,2,Fort Hamilton High School | Fort Hamilton Hs Ged | 8301 SHORE ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
490,K490,20K490,Fort Hamilton High School,K490,8301 SHORE ROAD,BROOKLYN,20,4353,8301 SHORE ROAD CONSOLIDATED LOCATION,2,Fort Hamilton High School | Fort Hamilton Hs Ged | 8301 SHORE ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,13C,4000+,N/A,N/A,N/A,N/A,N/A
491,K490,,8301 SHORE ROAD CONSOLIDATED LOCATION,,8301 SHORE ROAD,BROOKLYN,20,4353,8301 SHORE ROAD CONSOLIDATED LOCATION,2,Fort Hamilton High School | Fort Hamilton Hs Ged | 8301 SHORE ROAD CONSOLIDATED LOCATION,6,10,20,1,5,13C,4000+,5.71,13.57,42.86,2.43,3.29
492,K495,22K495,Sheepshead Bay High School,K495,3000 AVENUE X,BROOKLYN,22,2147,,1,Sheepshead Bay High School,6,19,41,1,5,10C,2001-2500,3.39,10.94,22.5,1.28,2.11
493,K500,18K501,Learning To Work Yabc At Canarsie High School,K501,1600 ROCKAWAY PARKWAY,BROOKLYN,18,207,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,7,Canarsie High School | Learning To Work Yabc At Canarsie High School | High School for Innovation in Advertising and Medi | High School for Medical Professions | Urban Action Academy | Canarsie Evening Hs M/W|Canarsie Evening Hs T/R | 1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
494,K500,18K617,High School for Innovation in Advertising and Medi,K617,1600 ROCKAWAY PARKWAY,BROOKLYN,18,241,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,7,Canarsie High School | Learning To Work Yabc At Canarsie High School | High School for Innovation in Advertising and Medi | High School for Medical Professions | Urban Action Academy | Canarsie Evening Hs M/W|Canarsie Evening Hs T/R | 1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
495,K500,18K642,Urban Action Academy,K642,1600 ROCKAWAY PARKWAY,BROOKLYN,18,246,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,7,Canarsie High School | Learning To Work Yabc At Canarsie High School | High School for Innovation in Advertising and Medi | High School for Medical Professions | Urban Action Academy | Canarsie Evening Hs M/W|Canarsie Evening Hs T/R | 1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
496,K500,18K500,Canarsie High School,K500,1600 ROCKAWAY PARKWAY,BROOKLYN,18,343,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,7,Canarsie High School | Learning To Work Yabc At Canarsie High School | High School for Innovation in Advertising and Medi | High School for Medical Professions | Urban Action Academy | Canarsie Evening Hs M/W|Canarsie Evening Hs T/R | 1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
497,K500,18K633,High School for Medical Professions,K633,1600 ROCKAWAY PARKWAY,BROOKLYN,18,347,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,7,Canarsie High School | Learning To Work Yabc At Canarsie High School | High School for Innovation in Advertising and Medi | High School for Medical Professions | Urban Action Academy | Canarsie Evening Hs M/W|Canarsie Evening Hs T/R | 1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
498,K500,,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,,1600 ROCKAWAY PARKWAY,BROOKLYN,18,1384,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,7,Canarsie High School | Learning To Work Yabc At Canarsie High School | High School for Innovation in Advertising and Medi | High School for Medical Professions | Urban Action Academy | Canarsie Evening Hs M/W|Canarsie Evening Hs T/R | 1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION ,0,2,14,0,0,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
499,K500,18K918,Canarsie Evening Hs M/W,K918,1600 ROCKAWAY PARKWAY,BROOKLYN,18,#N/A,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,7,Canarsie High School | Learning To Work Yabc At Canarsie High School | High School for Innovation in Advertising and Medi | High School for Medical Professions | Urban Action Academy | Canarsie Evening Hs M/W|Canarsie Evening Hs T/R | 1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
500,K500,18K919,Canarsie Evening Hs T/R,K919,1600 ROCKAWAY PARKWAY,BROOKLYN,18,#N/A,1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION,7,Canarsie High School | Learning To Work Yabc At Canarsie High School | High School for Innovation in Advertising and Medi | High School for Medical Professions | Urban Action Academy | Canarsie Evening Hs M/W|Canarsie Evening Hs T/R | 1600 ROCKAWAY PARKWAY CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
501,K505,20K658,Franklin Delano Roosevelt YABC,K658,5800 20 AVENUE,BROOKLYN,20,293,5800 20 AVENUE CONSOLIDATED LOCATION,2,Franklin Delano Roosevelt High School | Franklin Delano Roosevelt YABC | 5800 20 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
502,K505,20K505,Franklin Delano Roosevelt High School,K505,5800 20 AVENUE,BROOKLYN,20,3412,5800 20 AVENUE CONSOLIDATED LOCATION,2,Franklin Delano Roosevelt High School | Franklin Delano Roosevelt YABC | 5800 20 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,12C,3001-4000,N/A,N/A,N/A,N/A,N/A
503,K505,,5800 20 AVENUE CONSOLIDATED LOCATION,,5800 20 AVENUE,BROOKLYN,20,3705,5800 20 AVENUE CONSOLIDATED LOCATION,2,Franklin Delano Roosevelt High School | Franklin Delano Roosevelt YABC | 5800 20 AVENUE CONSOLIDATED LOCATION,1,11,17,0,1,12C,3001-4000,1.75,9.5,15.13,0.63,1.13
504,K515,79K924,Access GED - East at South Shore HS,K924,6565 FLATLANDS AVENUE,BROOKLYN,18,103,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,7,Brooklyn Generation School | Brooklyn Theatre Arts High School | Victory Collegiate High School | Brooklyn Bridge Academy | Academy for Conservation and the Environment | South Shore Educational Complex Yabc | Access GED - East at South Shore HS | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION  ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
505,K515,18K637,Academy for Conservation and the Environment,K637,6565 FLATLANDS AVENUE,BROOKLYN,18,187,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,7,Brooklyn Generation School | Brooklyn Theatre Arts High School | Victory Collegiate High School | Brooklyn Bridge Academy | Academy for Conservation and the Environment | South Shore Educational Complex Yabc | Access GED - East at South Shore HS | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION  ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
506,K515,18K922,South Shore Educational Complex Yabc,K922,6565 FLATLANDS AVENUE,BROOKLYN,18,207,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,7,Brooklyn Generation School | Brooklyn Theatre Arts High School | Victory Collegiate High School | Brooklyn Bridge Academy | Academy for Conservation and the Environment | South Shore Educational Complex Yabc | Access GED - East at South Shore HS | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION  ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
507,K515,18K578,Brooklyn Bridge Academy,K578,6565 FLATLANDS AVENUE,BROOKLYN,18,230,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,7,Brooklyn Generation School | Brooklyn Theatre Arts High School | Victory Collegiate High School | Brooklyn Bridge Academy | Academy for Conservation and the Environment | South Shore Educational Complex Yabc | Access GED - East at South Shore HS | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION  ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
508,K515,18K566,Brooklyn Generation School,K566,6565 FLATLANDS AVENUE,BROOKLYN,18,315,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,7,Brooklyn Generation School | Brooklyn Theatre Arts High School | Victory Collegiate High School | Brooklyn Bridge Academy | Academy for Conservation and the Environment | South Shore Educational Complex Yabc | Access GED - East at South Shore HS | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION  ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
509,K515,18K567,Brooklyn Theatre Arts High School,K567,6565 FLATLANDS AVENUE,BROOKLYN,18,331,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,7,Brooklyn Generation School | Brooklyn Theatre Arts High School | Victory Collegiate High School | Brooklyn Bridge Academy | Academy for Conservation and the Environment | South Shore Educational Complex Yabc | Access GED - East at South Shore HS | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION  ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
510,K515,18K576,Victory Collegiate High School,K576,6565 FLATLANDS AVENUE,BROOKLYN,18,332,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,7,Brooklyn Generation School | Brooklyn Theatre Arts High School | Victory Collegiate High School | Brooklyn Bridge Academy | Academy for Conservation and the Environment | South Shore Educational Complex Yabc | Access GED - East at South Shore HS | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION  ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
511,K515,,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,,6565 FLATLANDS AVENUE,BROOKLYN,18,1705,6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,7,Brooklyn Generation School | Brooklyn Theatre Arts High School | Victory Collegiate High School | Brooklyn Bridge Academy | Academy for Conservation and the Environment | South Shore Educational Complex Yabc | Access GED - East at South Shore HS | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION  ,1,12,21,0,1,8C,1501-1750,1.11,6.11,10.78,0.5,0.61
512,K520,15K520,Pacific High School,K520,112 SCHERMERHORN STREET,BROOKLYN,15,204,,1,Pacific High School,0,1,5,0,0,2C,1-250,0.29,0.94,1.17,0.17,0.12
513,K525,21K526,Edward R Murrow Hs Ged,K526,1600 AVENUE L,BROOKLYN,21,0,1600 AVENUE L CONSOLIDATED LOCATION,2,Edward R. Murrow High School | Edward R Murrow Hs Ged | 1600 AVENUE L CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
514,K525,21K525,Edward R. Murrow High School,K525,1600 AVENUE L,BROOKLYN,21,4018,1600 AVENUE L CONSOLIDATED LOCATION,2,Edward R. Murrow High School | Edward R Murrow Hs Ged | 1600 AVENUE L CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,13C,4000+,N/A,N/A,N/A,N/A,N/A
515,K525,,1600 AVENUE L CONSOLIDATED LOCATION,,1600 AVENUE L,BROOKLYN,21,4018,1600 AVENUE L CONSOLIDATED LOCATION,2,Edward R. Murrow High School | Edward R Murrow Hs Ged | 1600 AVENUE L CONSOLIDATED LOCATION,4,5,8,3,1,13C,4000+,5.71,13.57,42.86,2.43,3.29
516,K535,22K535,Leon M. Goldstein High School for the Sciences,K535,1830 SHORE BOULEVARD,BROOKLYN,22,1028,,1,Leon M. Goldstein High School for the Sciences,0,3,0,0,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
517,K540,21K540,John Dewey High School,K540,50 AVENUE X,BROOKLYN,21,2613,,1,John Dewey High School,3,11,30,1,2,11C,2501-3000,2.93,11.4,37.4,1.13,1.8
518,K555,22K555,Brooklyn College Academy,K555,2900 BEDFORD AVENUE,BROOKLYN,22,620,,1,Brooklyn College Academy,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
519,K564,15K667,SUNSET PARK HIGH SCHOOL,K667,153 35TH STREET,BROOKLYN,15,693,,1,SUNSET PARK HIGH SCHOOL,2,9,10,0,2,4C,501-750,0.41,1.54,2.05,0.22,0.19
520,K580,13K657,Downtown Brooklyn Yabc,K657,105 JOHNSON STREET,BROOKLYN,13,222,105 JOHNSON STREET CONSOLIDATED LOCATION,5,"George Westinghouse Career and Technical Education | Downtown Brooklyn Yabc | CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI | G. Westinghouse Evening H.S. | Westinghouse Evening Hs T/R | 105 JOHNSON STREET CONSOLIDATED LOCATION ",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
521,K580,13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI",K674,105 JOHNSON STREET,BROOKLYN,13,246,105 JOHNSON STREET CONSOLIDATED LOCATION,5,"George Westinghouse Career and Technical Education | Downtown Brooklyn Yabc | CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI | G. Westinghouse Evening H.S. | Westinghouse Evening Hs T/R | 105 JOHNSON STREET CONSOLIDATED LOCATION ",N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
522,K580,13K605,George Westinghouse Career and Technical Education,K605,105 JOHNSON STREET,BROOKLYN,13,929,105 JOHNSON STREET CONSOLIDATED LOCATION,5,"George Westinghouse Career and Technical Education | Downtown Brooklyn Yabc | CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI | G. Westinghouse Evening H.S. | Westinghouse Evening Hs T/R | 105 JOHNSON STREET CONSOLIDATED LOCATION ",N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
523,K580,,105 JOHNSON STREET CONSOLIDATED LOCATION,,105 JOHNSON STREET,BROOKLYN,13,1397,105 JOHNSON STREET CONSOLIDATED LOCATION,5,"George Westinghouse Career and Technical Education | Downtown Brooklyn Yabc | CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI | G. Westinghouse Evening H.S. | Westinghouse Evening Hs T/R | 105 JOHNSON STREET CONSOLIDATED LOCATION ",6,16,54,2,4,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
524,K580,13K901,G. Westinghouse Evening H.S.,K901,105 JOHNSON STREET,BROOKLYN,13,#N/A,105 JOHNSON STREET CONSOLIDATED LOCATION,5,"George Westinghouse Career and Technical Education | Downtown Brooklyn Yabc | CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI | G. Westinghouse Evening H.S. | Westinghouse Evening Hs T/R | 105 JOHNSON STREET CONSOLIDATED LOCATION ",N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
525,K580,13K902,Westinghouse Evening Hs T/R,K902,105 JOHNSON STREET,BROOKLYN,13,#N/A,105 JOHNSON STREET CONSOLIDATED LOCATION,5,"George Westinghouse Career and Technical Education | Downtown Brooklyn Yabc | CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI | G. Westinghouse Evening H.S. | Westinghouse Evening Hs T/R | 105 JOHNSON STREET CONSOLIDATED LOCATION ",N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
526,K590,17K590,Medgar Evers College Preparatory School,K590,1186 CARROLL STREET,BROOKLYN,17,1032,,1,Medgar Evers College Preparatory School,0,4,0,0,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
527,K600,17K600,Clara Barton High School,K600,901 CLASSON AVENUE,BROOKLYN,17,1746,,1,Clara Barton High School,0,4,27,0,0,8C,1501-1750,1.11,6.11,10.78,0.5,0.61
528,K610,14K632,Frances Perkins Academy,K632,50 BEDFORD AVENUE,BROOKLYN,14,148,50 BEDFORD AVENUE CONSOLIDATED LOCATION,3,Automotive High School | Frances Perkins Academy | Automotive High School Yabc | 50 BEDFORD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
529,K610,14K923,Automotive High School Yabc,K923,50 BEDFORD AVENUE,BROOKLYN,14,238,50 BEDFORD AVENUE CONSOLIDATED LOCATION,3,Automotive High School | Frances Perkins Academy | Automotive High School Yabc | 50 BEDFORD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
530,K610,14K610,Automotive High School,K610,50 BEDFORD AVENUE,BROOKLYN,14,881,50 BEDFORD AVENUE CONSOLIDATED LOCATION,3,Automotive High School | Frances Perkins Academy | Automotive High School Yabc | 50 BEDFORD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
531,K610,,50 BEDFORD AVENUE CONSOLIDATED LOCATION,,50 BEDFORD AVENUE,BROOKLYN,14,1267,50 BEDFORD AVENUE CONSOLIDATED LOCATION,3,Automotive High School | Frances Perkins Academy | Automotive High School Yabc | 50 BEDFORD AVENUE CONSOLIDATED LOCATION,3,16,40,1,2,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
532,K615,19K615,Transit Tech Career and Technical Education High S,K615,1 WELLS STREET,BROOKLYN,19,1458,,1,Transit Tech Career and Technical Education High S,4,7,32,0,4,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
533,K620,21K620,William E. Grady Career and Technical Education Hi,K620,25 BRIGHTON  4TH ROAD,BROOKLYN,21,1171,25 BRIGHTON  4TH ROAD CONSOLIDATED LOCATION,2,William E. Grady Career and Technical Education Hi | ALC- Grady High School | 25 BRIGHTON  4TH ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A
534,K620,,25 BRIGHTON  4TH ROAD CONSOLIDATED LOCATION,,25 BRIGHTON  4TH ROAD,BROOKLYN,21,1171,25 BRIGHTON  4TH ROAD CONSOLIDATED LOCATION,2,William E. Grady Career and Technical Education Hi | ALC- Grady High School | 25 BRIGHTON  4TH ROAD CONSOLIDATED LOCATION,2,5,14,1,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
535,K620,88K984,ALC- Grady High School,K984,25 BRIGHTON  4TH ROAD,BROOKLYN,21,#N/A,25 BRIGHTON  4TH ROAD CONSOLIDATED LOCATION,2,William E. Grady Career and Technical Education Hi | ALC- Grady High School | 25 BRIGHTON  4TH ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
536,K625,17K625,Paul Robeson High School,K625,150 ALBANY AVENUE,BROOKLYN,17,626,,1,Paul Robeson High School,2,10,25,0,2,4C,501-750,0.41,1.54,2.05,0.22,0.19
