QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-00654-0024,"24 75 38 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C6-WALK-UP,49,1929,29328,350000,11.93,1230000,41.9,4-00677-0070,"32 76 42 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,40,1937,26800,336806,12.57,1270000,47.4,0.75,4-05102-0015,"132 24 MAPLE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,32,1926,21533,370650,17.21,1510000,70,4.35
4-00654-0029,"24 65 38 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C6-WALK-UP,49,1929,29328,350000,11.93,1230000,41.9,4-00677-0070,"32 76 42 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,40,1937,26800,336806,12.57,1270000,47.4,0.75,4-05102-0015,"132 24 MAPLE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,32,1926,21533,370650,17.21,1510000,70,4.35
4-00654-0034,"24 51 38 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C6-WALK-UP,49,1929,29328,350000,11.93,1230000,41.9,4-00841-0042,"24 24 29 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,27,1924,22800,278389,12.21,1050000,46.1,0.45,4-05102-0015,"132 24 MAPLE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,32,1926,21533,370650,17.21,1510000,70,4.35
4-00654-0039,"24 39 38 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C6-WALK-UP,36,1929,24508,298000,12.16,1050000,42.8,4-00677-0070,"32 76 42 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,40,1937,26800,336806,12.57,1270000,47.4,0.75,4-05102-0015,"132 24 MAPLE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,32,1926,21533,370650,17.21,1510000,70,4.35
4-00709-0028,"44 02 NEWTOWN ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D4-ELEVATOR,110,1930,80382,910000,11.32,3210000,39.9,4-01268-0051,"34 31 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,84,1937,93936,971509,10.34,3280000,34.9,1.6,4-01468-0001,"94 02 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,144,1934,111648,1480910,13.26,5570000,49.9,2.25
4-00872-0068,"25 34 CRESCENT STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D4-ELEVATOR,83,1965,66100,886401,13.41,3330000,50,4-12148-0100,"159 01 110 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",SOUTH JAMAICA,D3-ELEVATOR,330,1967,352800,3573864,10.13,12100000,34.3,8.8,,,,,,,,,,,,
4-01111-0001,"55 17 31 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,970,1935,743160,6628987,8.92,21800000,29.3,4-01455-0055,"94 06 34 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1928,46662,577779,12.38,2170000,46.5,1.8,4-01131-0001,"53 01 32 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D3-ELEVATOR,113,1941,108384,1297339,11.97,4570000,42.2,0.2
4-01132-0036,"31 31 54 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,59,1941,58280,519858,8.92,1710000,29.3,4-09803-0015,"89 07 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,71,1941,73500,793994,10.8,2680000,36.5,6.9,4-15563-0056,"14 50 GATEWAY BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,154,1931,145398,1561574,10.74,4790000,32.9,13.5
4-01132-0044,"31 21 54 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,59,1941,58280,519858,8.92,1710000,29.3,4-09803-0015,"89 07 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,71,1941,73500,793994,10.8,2680000,36.5,6.9,4-15563-0056,"14 50 GATEWAY BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,154,1931,145398,1561574,10.74,4790000,32.9,13.5
4-01177-0001,"32 05 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,C6-WALK-UP,46,1927,39600,649836,16.41,2640000,67,4-01299-0024,"40 07 67 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,C1-WALK-UP,35,1921,22410,349940,15.62,1420000,63,1,4-00565-0027,"33 10 CRESCENT STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,33,1929,23516,335000,14.25,1330000,57,2.35
4-01188-0055,"60 11
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,130,1962,131412,2847698,21.67,12700000,97,4-01304-0021,"40 19 72 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,50,1965,30618,626972,20.48,2800000,91,0.6,4-01305-0001,"73 01 73 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,40,1950,25000,384500,15.38,1560000,62,0.65
4-01199-0020,"34 43 60 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,83,1962,81128,938650,11.57,3310000,40.8,4-00903-0007,"26 45 9 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,108,1972,131250,1945916,14.83,5500000,41.9,2.2,4-15960-0060,"40 22 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,353,1972,334586,6253412,18.69,25400000,76,12.5
4-01219-0006,"37 75 64 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,C6-WALK-UP,49,1917,37525,469813,12.52,1770000,47.2,4-00131-0025,"41 16 51 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,42,1931,43150,611615,14.17,2420000,56,0.8,4-00588-0014,"31 65 29 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,48,1928,39549,524904,13.27,1970000,49.8,1.8
4-01222-0009,"65 15 38 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,145,1958,130000,1504100,11.57,5300000,40.8,4-00903-0007,"26 45 9 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,108,1972,131250,1945916,14.83,5500000,41.9,2.55,4-15960-0060,"40 22 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,353,1972,334586,6253412,18.69,25400000,76,12.2
4-01223-0038,"38 05 65 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,C6-WALK-UP,44,1929,30880,335048,10.85,1180000,38.2,4-09120-0048,"103 45 97 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OZONE PARK,C1-WALK-UP,24,1931,15800,138437,8.76,456000,28.9,5.3,4-08885-0001,"85 31 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODHAVEN,C1-WALK-UP,12,1942,9078,109000,12.01,384000,42.3,4.25
4-01226-0001,"55 05 WOODSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,147,1956,145379,1682035,11.57,5930000,40.8,4-00903-0007,"26 45 9 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,108,1972,131250,1945916,14.83,5500000,41.9,2.2,4-15960-0060,"40 22 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,353,1972,334586,6253412,18.69,25400000,76,12.5
4-01227-0001,"39 76 57 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,60,1963,41808,483718,11.57,1710000,40.9,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82500,930577,11.28,3280000,39.8,1.7,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,510651,10.94,1800000,38.6,5
4-01227-0006,"39 75 56 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,54,1928,39860,461180,11.57,1630000,40.9,4-09803-0015,"89 07 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,71,1941,73500,793994,10.8,2680000,36.5,6.6,4-15563-0056,"14 50 GATEWAY BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,154,1931,145398,1561574,10.74,4790000,32.9,13
4-01235-0070,"52 05 39 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,C6-WALK-UP,67,1951,92130,1324829,14.38,5250000,57,4-03156-0092,"66 23 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,55,1985,51700,677014,13.1,2540000,49.1,3.3,4-01505-0076,"40 23 ITHACA STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1991,19250,241090,12.52,906000,47.1,1.55
4-01238-0006,"39 65 52 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,219,1961,207086,1903120,9.19,6270000,30.3,4-15960-0060,"40 22 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,353,1972,334586,6253412,18.69,25400000,76,12.6,,,,,,,,,,,,
4-01238-0025,"52 30 39 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,442,1963,441929,4061328,9.19,13400000,30.3,4-00903-0007,"26 45 9 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,108,1972,131250,1945916,14.83,5500000,41.9,2.15,4-15960-0060,"40 22 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,353,1972,334586,6253412,18.69,25400000,76,12.6
4-01238-0040,"39 60 54 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,224,1972,208252,2807236,13.48,10600000,51,4-01263-0015,"34 34 77 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,120,1951,104000,1401784,13.48,5270000,51,1.2,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1545040,12.4,5810000,46.6,1.2
4-01245-0030,"72 17 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,96,1937,106308,812193,7.64,2490000,23.42,4-02103-0001,"98 09 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,240,1938,236400,2971163,12.57,9790000,41.4,2.6,4-15543-0046,"12 13 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,37,1925,37260,534571,14.35,1640000,44,12.7
4-01253-0011,"33 16 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,114,1923,193193,1723282,8.92,5680000,29.4,4-01455-0055,"94 06 34 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1928,46662,577779,12.38,2170000,46.5,0.75,4-09694-0052,"148 25 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,78,1927,50070,655708,13.1,2460000,49.1,5.3
4-01254-0012,"33 15 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,270,1951,186300,2155491,11.57,7600000,40.8,4-12148-0100,"159 01 110 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",SOUTH JAMAICA,D3-ELEVATOR,330,1967,352800,3573864,10.13,12100000,34.3,6.5,4-15815-0220,"20 55 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,402,1952,322584,4074665,12.63,15300000,47.4,13
4-01256-0035,"69 05 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,75,1963,59756,691376,11.57,2440000,40.8,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82500,930577,11.28,3280000,39.8,1.25,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,510651,10.94,1800000,38.6,4.75
4-01261-0001,"74 02 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,161,1952,135070,1811288,13.41,6810000,50,4-12148-0100,"159 01 110 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",SOUTH JAMAICA,D3-ELEVATOR,330,1967,352800,3573864,10.13,12100000,34.3,6.6,4-15815-0220,"20 55 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,402,1952,322584,4074665,12.63,15300000,47.4,13
4-01263-0001,"76 10 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,109,1950,96000,1213440,12.64,4560000,47.5,4-15501-0002,"14 56 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D3-ELEVATOR,3724,1952,644035,8140602,12.64,30500000,47.4,12.2,4-12235-0022,"116 30
Queens, NY
(40.749436300045204, -73.79729979984586)",SO. JAMAICA-BAISLEY PARK,D3-ELEVATOR,231,1962,214496,2711229,12.64,10200000,47.6,7.2
4-01264-0001,"77 10 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,96,1950,90950,1685303,18.53,6850000,75,4-01304-0021,"40 19 72 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,50,1965,30618,626972,20.48,2800000,91,0.5,4-01305-0001,"73 01 73 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,40,1950,25000,384500,15.38,1560000,62,0.45
4-01264-0014,"34 20 78 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,162,1951,114000,2112420,18.53,8590000,75,4-01304-0021,"40 19 72 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,50,1965,30618,626972,20.48,2800000,91,0.5,4-01305-0001,"73 01 73 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,40,1950,25000,384500,15.38,1560000,62,0.45
4-01264-0035,"77 11 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,97,1941,112760,2089442,18.53,8500000,75,4-00769-0001,"45 02 DITMARS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D5-ELEVATOR,200,1900,251350,4657515,18.53,18900000,75,1.45,4-00137-0020,"41 15 46 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,96,1931,73197,1176753,16.08,4790000,65,1.55
4-01265-0001,"78 10 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1906,65000,579800,8.92,1910000,29.4,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,680016,11.33,2400000,40,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,584000,11.26,2060000,39.7,0.2
4-01265-0011,"34 20 79 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,583700,8.98,1920000,29.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,680016,11.33,2400000,40,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,584000,11.26,2060000,39.7,0.2
4-01265-0030,"34 40 79 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,583700,8.98,1920000,29.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,680016,11.33,2400000,40,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,584000,11.26,2060000,39.7,0.2
4-01265-0033,"78 11 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,583700,8.98,1920000,29.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,680016,11.33,2400000,40,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,584000,11.26,2060000,39.7,0.2
4-01265-0052,"34 41 78 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,583700,8.98,1920000,29.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,680016,11.33,2400000,40,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,584000,11.26,2060000,39.7,0.2
4-01265-0058,"34 21 78 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,583700,8.98,1920000,29.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,680016,11.33,2400000,40,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,584000,11.26,2060000,39.7,0.2
4-01266-0001,"79 10 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,150,1955,165000,1909050,11.57,6730000,40.8,4-16083-0037,"71 BEACH 70 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,174,1964,155000,4256300,27.5,20600000,133,12,4-00490-0101,"4 1 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,1104,1950,1116500,11310145,10.13,38200000,34.2,2.9
4-01266-0038,"79 01 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,47,1939,50996,457944,8.98,1510000,29.6,4-01455-0055,"94 06 34 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1928,46662,577779,12.38,2170000,46.5,0.75,4-09694-0052,"148 25 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,78,1927,50070,655708,13.1,2460000,49.1,5.3
4-01267-0001,"34 05 80 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,16800,150864,8.98,497000,29.6,4-02103-0001,"98 09 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,240,1938,236400,2971163,12.57,9790000,41.4,2.25,4-15543-0046,"12 13 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,37,1925,37260,534571,14.35,1640000,44,12.4
4-01267-0006,"34 06 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,16800,150864,8.98,497000,29.6,4-02103-0001,"98 09 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,240,1938,236400,2971163,12.57,9790000,41.4,2.25,4-15543-0046,"12 13 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,37,1925,37260,534571,14.35,1640000,44,12.4
4-01267-0012,"34 14 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,14255,128009,8.98,422000,29.6,4-02103-0001,"98 09 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,240,1938,236400,2971163,12.57,9790000,41.4,2.25,4-15543-0046,"12 13 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,37,1925,37260,534571,14.35,1640000,44,12.4
4-01267-0016,"34 22 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,15530,139459,8.98,460000,29.6,4-02103-0001,"98 09 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,240,1938,236400,2971163,12.57,9790000,41.4,2.25,4-15543-0046,"12 13 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,37,1925,37260,534571,14.35,1640000,44,12.4
4-01267-0020,"34 30 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,15530,118649,7.64,364000,23.44,4-02103-0001,"98 09 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,240,1938,236400,2971163,12.57,9790000,41.4,2.25,4-15543-0046,"12 13 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,37,1925,37260,534571,14.35,1640000,44,12.4
4-01267-0024,"34 38 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,14255,128009,8.98,422000,29.6,4-02103-0001,"98 09 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,240,1938,236400,2971163,12.57,9790000,41.4,2.25,4-15543-0046,"12 13 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,37,1925,37260,534571,14.35,1640000,44,12.4
4-01267-0028,"34 48 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,16800,150864,8.98,497000,29.6,4-02103-0001,"98 09 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,240,1938,236400,2971163,12.57,9790000,41.4,2.25,4-15543-0046,"12 13 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,37,1925,37260,534571,14.35,1640000,44,12.4
4-01267-0046,"34 47 80 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,16800,150864,8.98,497000,29.6,4-02103-0001,"98 09 65 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,240,1938,236400,2971163,12.57,9790000,41.4,2.25,4-15543-0046,"12 13 NEILSON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,37,1925,37260,534571,14.35,1640000,44,12.4
